t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,T,wx_cmd,wy_cmd,wz_cmd,solve_ms,t_progress,px_ref,py_ref,pz_ref,qw_ref,qx_ref,qy_ref,qz_ref
23.06,0.547314,-0.8957,0.813918,3.67815,1.38282,0.622051,0.982434,-0.074119,0.0579565,0.161153,0.147072,-0.197862,0.377337,14.6841,0.153841,-0.203693,0.360117,0.245565,23.06,0.545745,-0.899401,0.79971,0.982006,-0.0735951,0.0574996,0.16414
23.07,0.584158,-0.881758,0.820335,3.69063,1.40566,0.661356,0.982242,-0.0731226,0.0572384,0.163025,0.148991,-0.199515,0.372456,14.6367,0.156015,-0.205763,0.355417,0.217057,23.07,0.582625,-0.885397,0.806355,0.981814,-0.0725951,0.05677,0.165975
23.08,0.621126,-0.867588,0.827144,3.70289,1.42815,0.700281,0.982051,-0.0721163,0.0565114,0.164871,0.150982,-0.201286,0.367626,14.5869,0.158268,-0.207961,0.350758,0.213719,23.08,0.619628,-0.871166,0.8134,0.981623,-0.0715853,0.0560326,0.167788
23.09,0.658215,-0.853196,0.834339,3.71491,1.45027,0.738804,0.981859,-0.0710995,0.055775,0.166693,0.153047,-0.203178,0.362845,14.5349,0.160602,-0.210289,0.346137,0.213653,23.09,0.656752,-0.856713,0.82084,0.981431,-0.0705655,0.0552872,0.169578
23.1,0.695423,-0.838584,0.841917,3.72669,1.47203,0.776902,0.981668,-0.0700717,0.0550288,0.168492,0.155188,-0.205193,0.358109,14.4805,0.163017,-0.212751,0.34155,0.213249,23.1,0.693993,-0.84204,0.828671,0.98124,-0.0695352,0.0545331,0.171345
23.11,0.732748,-0.823757,0.849875,3.73824,1.49341,0.814553,0.981478,-0.0690323,0.0542722,0.170266,0.157407,-0.207335,0.353416,14.424,0.165517,-0.21535,0.336994,0.216661,23.11,0.73135,-0.827151,0.836889,0.981049,-0.0684938,0.0537701,0.173091
23.12,0.770187,-0.808717,0.858206,3.74955,1.51442,0.851737,0.981288,-0.067981,0.0535049,0.172017,0.159706,-0.209607,0.348761,14.3652,0.168103,-0.218089,0.332466,0.214304,23.12,0.76882,-0.812051,0.845489,0.980858,-0.0674409,0.0529976,0.174814
23.13,0.807738,-0.79347,0.866907,3.76062,1.53504,0.888432,0.981099,-0.066917,0.0527263,0.173744,0.162086,-0.212011,0.344143,14.3043,0.170777,-0.220971,0.327963,0.21443,23.13,0.806401,-0.796743,0.854466,0.980668,-0.0663762,0.0522151,0.176516
23.14,0.845399,-0.778018,0.875972,3.77145,1.55527,0.924617,0.980911,-0.06584,0.0519359,0.175449,0.164549,-0.214551,0.339557,14.2413,0.173541,-0.224,0.32348,0.21368,23.14,0.84409,-0.781231,0.863814,0.980478,-0.0652989,0.0514222,0.178197
23.15,0.883166,-0.762366,0.885396,3.78204,1.57511,0.960271,0.980723,-0.0647492,0.0511331,0.17713,0.167098,-0.217229,0.335,14.1761,0.176396,-0.227178,0.319015,0.213564,23.15,0.881886,-0.765519,0.873529,0.980289,-0.0642088,0.0506185,0.179856
23.16,0.921038,-0.746518,0.895175,3.79238,1.59454,0.995374,0.980537,-0.063644,0.0503174,0.178788,0.169733,-0.220049,0.330469,14.1089,0.179346,-0.23051,0.314563,0.217141,23.16,0.919784,-0.749611,0.883605,0.980101,-0.0631052,0.0498033,0.181494
23.17,0.959013,-0.730477,0.905301,3.80249,1.61357,1.02991,0.980351,-0.062524,0.0494882,0.180424,0.172458,-0.223014,0.325961,14.0397,0.182391,-0.233999,0.310121,0.216695,23.17,0.957784,-0.733511,0.894036,0.979913,-0.0619876,0.0489762,0.183111
23.18,0.997087,-0.714248,0.91577,3.81235,1.63219,1.06385,0.980167,-0.0613885,0.0486449,0.182036,0.175273,-0.226127,0.321471,13.9685,0.185535,-0.237647,0.305684,0.212778,23.18,0.995883,-0.717223,0.904816,0.979726,-0.0608555,0.0481367,0.184708
23.19,1.03526,-0.697834,0.926575,3.82196,1.6504,1.09718,0.979984,-0.0602368,0.047787,0.183627,0.178182,-0.229393,0.316997,13.8954,0.188778,-0.24146,0.301249,0.213555,23.19,1.03408,-0.700752,0.915939,0.979539,-0.0597083,0.0472842,0.186284
23.2,1.07353,-0.681241,0.93771,3.83133,1.66818,1.12988,0.979802,-0.0590684,0.0469139,0.185195,0.181185,-0.232813,0.312533,13.8204,0.192122,-0.24544,0.296812,0.213777,23.2,1.07237,-0.684101,0.927398,0.979354,-0.0585455,0.0464181,0.18784
23.21,1.11188,-0.664472,0.949169,3.84045,1.68554,1.16193,0.979622,-0.0578825,0.0460249,0.18674,0.184285,-0.236392,0.308077,13.7435,0.19557,-0.24959,0.292367,0.217517,23.21,1.11075,-0.667275,0.939187,0.979169,-0.0573665,0.045538,0.189375
23.22,1.15033,-0.647532,0.960945,3.84933,1.70246,1.19332,0.979443,-0.0566785,0.0451193,0.188264,0.187483,-0.240133,0.303624,13.6648,0.199123,-0.253915,0.287911,0.214311,23.22,1.14922,-0.650279,0.951299,0.978986,-0.0561707,0.0446431,0.190891
23.23,1.18887,-0.630425,0.973032,3.85795,1.71895,1.22403,0.979265,-0.0554558,0.0441967,0.189765,0.190783,-0.244039,0.299171,13.5844,0.202783,-0.258416,0.283439,0.213343,23.23,1.18777,-0.633115,0.963727,0.978803,-0.0549575,0.043733,0.192386
23.24,1.22749,-0.613155,0.985422,3.86633,1.735,1.25403,0.979089,-0.0542135,0.0432562,0.191243,0.194184,-0.248114,0.294712,13.5022,0.206552,-0.263098,0.278946,0.213235,23.24,1.22641,-0.61579,0.976464,0.978621,-0.0537263,0.042807,0.193861
23.25,1.2662,-0.595726,0.998109,3.87446,1.7506,1.28331,0.978915,-0.0529511,0.0422972,0.192699,0.197689,-0.252361,0.290243,13.4184,0.210431,-0.267964,0.274426,0.214329,23.25,1.26513,-0.598307,0.989502,0.97844,-0.0524764,0.0418644,0.195317
23.26,1.30498,-0.578144,1.01108,3.88233,1.76576,1.31186,0.978742,-0.0516677,0.041319,0.194133,0.201301,-0.256784,0.28576,13.333,0.214422,-0.273016,0.269876,0.215302,23.26,1.30393,-0.580671,1.00283,0.97826,-0.0512073,0.0409047,0.196752
23.27,1.34384,-0.560413,1.02434,3.88995,1.78046,1.33966,0.97857,-0.0503627,0.0403209,0.195544,0.20502,-0.261385,0.281258,13.2459,0.218526,-0.278258,0.265289,0.213609,23.27,1.34281,-0.562887,1.01645,0.978082,-0.0499182,0.0399272,0.198168
23.28,1.38278,-0.542537,1.03787,3.89732,1.7947,1.36668,0.978401,-0.0490353,0.0393022,0.196933,0.208848,-0.266167,0.276732,13.1574,0.222744,-0.283692,0.260661,0.213397,23.28,1.38176,-0.544958,1.03035,0.977904,-0.0486085,0.0389312,0.199564
23.29,1.42179,-0.524521,1.05167,3.90443,1.80848,1.39293,0.978233,-0.0476848,0.0382621,0.198299,0.212786,-0.271134,0.272177,13.0674,0.227078,-0.289321,0.255985,0.213354,23.29,1.42078,-0.52689,1.04452,0.977727,-0.0472775,0.037916,0.200939
23.3,1.46087,-0.506369,1.06573,3.91129,1.82179,1.41838,0.978067,-0.0463103,0.0372,0.199642,0.216837,-0.276289,0.267587,12.976,0.231529,-0.295146,0.251255,0.213552,23.3,1.45987,-0.508687,1.05895,0.977552,-0.0459245,0.0368809,0.202295
23.31,1.50001,-0.488087,1.08004,3.9179,1.83463,1.44301,0.977902,-0.0449111,0.036115,0.200962,0.221002,-0.281634,0.262958,12.8833,0.236098,-0.30117,0.246465,0.226518,23.31,1.49903,-0.490353,1.07363,0.977377,-0.0445488,0.0358253,0.203631
23.32,1.53922,-0.469678,1.09458,3.92424,1.84699,1.46682,0.97774,-0.0434863,0.0350064,0.202259,0.22528,-0.287171,0.258283,12.7892,0.240785,-0.307395,0.24161,0.246108,23.32,1.53825,-0.471894,1.08856,0.977204,-0.0431497,0.0347483,0.204946
23.33,1.5785,-0.451148,1.10937,3.93033,1.85888,1.48979,0.977579,-0.0420353,0.0338734,0.203532,0.229675,-0.292903,0.253558,12.6939,0.245591,-0.313821,0.236682,0.246234,23.33,1.57754,-0.453315,1.10373,0.977032,-0.0417264,0.0336492,0.206242
23.34,1.61783,-0.432502,1.12438,3.93616,1.87029,1.5119,0.97742,-0.0405571,0.0327153,0.204782,0.234186,-0.298832,0.248775,12.5974,0.250516,-0.32045,0.231675,0.247309,23.34,1.61688,-0.434619,1.11913,0.976861,-0.0402782,0.0325272,0.207516
23.35,1.65722,-0.413744,1.1396,3.94173,1.8812,1.53315,0.977262,-0.039051,0.0315312,0.206007,0.238815,-0.304959,0.243928,12.4998,0.255561,-0.327282,0.226583,0.247623,23.35,1.65628,-0.415812,1.13474,0.97669,-0.0388042,0.0313817,0.208771
23.36,1.69666,-0.39488,1.15503,3.94705,1.89163,1.55352,0.977107,-0.0375161,0.0303203,0.207208,0.243561,-0.311286,0.239012,12.4011,0.260725,-0.334318,0.221396,0.246386,23.36,1.69573,-0.396899,1.15056,0.976521,-0.0373038,0.0302117,0.210004
23.37,1.73616,-0.375914,1.17067,3.9521,1.90157,1.573,0.976953,-0.0359516,0.029082,0.208384,0.248426,-0.317815,0.234019,12.3013,0.266009,-0.341557,0.21611,0.241469,23.37,1.73523,-0.377884,1.16659,0.976353,-0.0357761,0.0290165,0.211216
23.38,1.7757,-0.35685,1.18649,3.95689,1.91101,1.59157,0.976802,-0.0343567,0.0278153,0.209534,0.25341,-0.324544,0.228943,12.2007,0.271411,-0.348999,0.210714,0.214368,23.38,1.77479,-0.358772,1.18281,0.976186,-0.0342203,0.0277952,0.212407
23.39,1.8153,-0.337695,1.20249,3.96142,1.91995,1.60924,0.976651,-0.0327304,0.0265194,0.210659,0.258512,-0.331476,0.223776,12.0991,0.27693,-0.356642,0.205203,0.213596,23.39,1.81439,-0.339568,1.19921,0.97602,-0.0326356,0.0265471,0.213576
23.4,1.85493,-0.318453,1.21867,3.96569,1.92839,1.62598,0.976503,-0.0310721,0.0251936,0.211758,0.263732,-0.338609,0.218512,11.9967,0.282567,-0.364485,0.199568,0.216029,23.4,1.85403,-0.320278,1.21578,0.975855,-0.0310211,0.0252712,0.214722
23.41,1.89461,-0.299129,1.23501,3.96969,1.93632,1.64178,0.976356,-0.0293807,0.0238371,0.21283,0.269071,-0.345943,0.213142,11.8935,0.288318,-0.372525,0.1938,0.213648,23.41,1.89372,-0.300905,1.23252,0.975691,-0.0293761,0.0239667,0.215847
23.42,1.93432,-0.279728,1.2515,3.97343,1.94375,1.65665,0.976211,-0.0276556,0.0224491,0.213875,0.274526,-0.353477,0.20766,11.7896,0.294183,-0.380758,0.18789,0.213672,23.42,1.93344,-0.281456,1.24941,0.975527,-0.0276996,0.0226327,0.216948
23.43,1.97408,-0.260256,1.26814,3.97691,1.95067,1.67056,0.976068,-0.0258958,0.0210288,0.214892,0.280098,-0.36121,0.202057,11.6851,0.30016,-0.389182,0.181831,0.21439,23.43,1.9732,-0.261934,1.26645,0.975365,-0.0259908,0.0212684,0.218027
23.44,2.01386,-0.240717,1.28491,3.98012,1.95707,1.68352,0.975926,-0.0241006,0.0195754,0.21588,0.285784,-0.369138,0.196324,11.58,0.306246,-0.397792,0.175613,0.213852,23.44,2.01299,-0.242345,1.28362,0.975203,-0.0242488,0.0198728,0.219081
23.45,2.05368,-0.221116,1.3018,3.98307,1.96296,1.69551,0.975786,-0.022269,0.0180883,0.216839,0.291584,-0.37726,0.190454,11.4743,0.312437,-0.406582,0.169227,0.215844,23.45,2.05282,-0.222695,1.30091,0.975042,-0.0224728,0.0184451,0.220111
23.46,2.09352,-0.201459,1.31881,3.98575,1.96833,1.70652,0.975647,-0.0204004,0.0165666,0.217768,0.297494,-0.385571,0.184437,11.3682,0.318732,-0.415547,0.162663,0.213651,23.46,2.09267,-0.202987,1.31832,0.974881,-0.0206619,0.0169843,0.221116
23.47,2.13339,-0.181751,1.33593,3.98817,1.97319,1.71655,0.975509,-0.0184938,0.0150096,0.218666,0.303514,-0.394067,0.178266,11.2618,0.325127,-0.42468,0.155911,0.214133,23.47,2.13255,-0.183227,1.33584,0.97472,-0.0188151,0.0154897,0.222095
23.48,2.17328,-0.161997,1.35314,3.99032,1.97752,1.7256,0.975373,-0.0165486,0.0134167,0.219532,0.30964,-0.402744,0.17193,11.155,0.331617,-0.433973,0.148963,0.212869,23.48,2.17246,-0.163421,1.35345,0.97456,-0.0169316,0.0139601,0.223048
23.49,2.2132,-0.142203,1.37043,3.9922,1.98134,1.73365,0.975237,-0.0145639,0.0117872,0.220366,0.315869,-0.411595,0.16542,11.0479,0.338198,-0.443418,0.141807,0.213387,23.49,2.21238,-0.143572,1.37114,0.974401,-0.0150105,0.0123948,0.223973
23.5,2.25313,-0.122373,1.38781,3.99382,1.98463,1.74071,0.975103,-0.012539,0.0101204,0.221166,0.322198,-0.420615,0.158727,10.9407,0.344865,-0.453005,0.134433,0.215523,23.5,2.25232,-0.123687,1.38891,0.974241,-0.0130508,0.0107929,0.224871
23.51,2.29307,-0.102512,1.40524,3.99517,1.9874,1.74676,0.97497,-0.0104732,0.00841579,0.221931,0.328622,-0.429796,0.151841,10.8334,0.351613,-0.462725,0.126831,0.212383,23.51,2.29228,-0.10377,1.40674,0.974082,-0.0110518,0.00915344,0.22574
23.52,2.33303,-0.0826264,1.42274,3.99626,1.98964,1.7518,0.974837,-0.00836572,0.00667279,0.222661,0.335139,-0.439129,0.144753,10.726,0.358435,-0.472564,0.118991,0.213891,23.52,2.33225,-0.0838268,1.42463,0.973922,-0.00901246,0.00747555,0.226579
23.53,2.373,-0.062721,1.44027,3.99708,1.99135,1.75584,0.974705,-0.00621599,0.00489088,0.223354,0.341742,-0.448606,0.137451,10.6186,0.365326,-0.482511,0.110901,0.227547,23.53,2.37223,-0.063862,1.44256,0.973763,-0.00693196,0.00575838,0.227388
23.54,2.41297,-0.0428011,1.45785,3.99763,1.99254,1.75886,0.974574,-0.00402333,0.00306959,0.224009,0.348426,-0.458216,0.129926,10.5113,0.372279,-0.492553,0.102551,0.213445,23.54,2.41222,-0.0438808,1.46052,0.973602,-0.00480942,0.00400107,0.228165
23.55,2.45295,-0.0228719,1.47545,3.99792,1.99321,1.76086,0.974443,-0.00178716,0.00120851,0.224625,0.355187,-0.467948,0.122167,10.4042,0.379285,-0.502675,0.0939292,0.215625,23.55,2.45222,-0.0238883,1.4785,0.973442,-0.00264398,0.00220281,0.228909
23.56,2.49293,-0.00293869,1.49306,3.99794,1.99335,1.76185,0.974312,0.000493103,-0.000692718,0.225201,0.362017,-0.477791,0.114163,10.2974,0.386338,-0.512861,0.0850255,0.214306,23.56,2.49222,-0.0038898,1.4965,0.97328,-0.000434812,0.000362783,0.229619
23.57,2.53291,0.0169933,1.51068,3.9977,1.99296,1.76182,0.974181,0.00281796,-0.00263439,0.225735,0.368911,-0.487731,0.105904,10.1908,0.393427,-0.523094,0.0758283,0.213883,23.57,2.53222,0.0161098,1.5145,0.973118,0.00181891,-0.00151976,0.230294
23.58,2.57288,0.0369187,1.52829,3.99719,1.99204,1.76077,0.97405,0.0051879,-0.00461674,0.226226,0.37586,-0.497754,0.0973798,10.0846,0.400545,-0.533356,0.0663267,0.213322,23.58,2.57222,0.0361052,1.53249,0.972955,0.00411799,-0.00344556,0.230932
23.59,2.61285,0.0568323,1.54589,3.99641,1.9906,1.7587,0.973919,0.00760332,-0.00663991,0.226672,0.382856,-0.507845,0.0885782,9.97883,0.40768,-0.543629,0.0565095,0.213341,23.59,2.61221,0.0560914,1.55046,0.972791,0.00646318,-0.0054153,0.231532
23.6,2.65281,0.076729,1.56346,3.99538,1.98864,1.75561,0.973787,0.0100646,-0.00870399,0.227072,0.389892,-0.517987,0.0794888,9.87359,0.414823,-0.553892,0.0463658,0.215951,23.6,2.6522,0.0760632,1.5684,0.972625,0.00885523,-0.00742961,0.232093
23.61,2.69276,0.0966033,1.581,3.99407,1.98615,1.7515,0.973655,0.0125721,-0.010809,0.227424,0.396959,-0.528164,0.0701005,9.76894,0.421963,-0.564123,0.0358844,0.218857,23.61,2.69217,0.0960155,1.58631,0.972457,0.0112948,-0.00948908,0.232613
23.62,2.73269,0.11645,1.59849,3.99251,1.98314,1.74638,0.973521,0.0151259,-0.0129548,0.227728,0.404046,-0.538356,0.0604024,9.66496,0.429087,-0.5743,0.0250547,0.213405,23.62,2.73214,0.115943,1.60416,0.972288,0.0137827,-0.0115942,0.233091
23.63,2.7726,0.136264,1.61592,3.99068,1.9796,1.74024,0.973387,0.0177264,-0.0151412,0.22798,0.411143,-0.548544,0.0503836,9.56171,0.436183,-0.5844,0.013866,0.213582,23.63,2.77209,0.135841,1.62196,0.972117,0.0163193,-0.0137455,0.233524
23.64,2.8125,0.156041,1.63329,3.98859,1.97555,1.73309,0.973251,0.0203735,-0.017368,0.228179,0.41824,-0.558707,0.0400332,9.45926,0.443238,-0.594398,0.00230774,0.213378,23.64,2.81202,0.155705,1.63968,0.971943,0.0189053,-0.0159432,0.233912
23.65,2.85238,0.175774,1.65058,3.98624,1.97098,1.72493,0.973114,0.0230674,-0.0196347,0.228324,0.425326,-0.568823,0.0293404,9.3577,0.450239,-0.604268,-0.0096302,0.215953,23.65,2.85193,0.175528,1.65732,0.971767,0.0215412,-0.0181876,0.234251
23.66,2.89223,0.195459,1.66778,3.98363,1.9659,1.71577,0.972975,0.025808,-0.0219409,0.228413,0.432387,-0.57887,0.0182948,9.25708,0.45717,-0.613983,-0.0219577,0.213391,23.66,2.89182,0.195307,1.67487,0.971588,0.0242275,-0.020479,0.234541
23.67,2.93205,0.21509,1.68489,3.98076,1.9603,1.7056,0.972834,0.0285952,-0.024286,0.228444,0.439411,-0.588822,0.00688574,9.15749,0.464017,-0.623515,-0.0346844,0.214506,23.67,2.93168,0.215035,1.69233,0.971407,0.0269644,-0.0228175,0.23478
23.68,2.97184,0.234663,1.70189,3.97763,1.9542,1.69445,0.972691,0.0314287,-0.0266691,0.228414,0.446385,-0.598655,-0.00489673,9.059,0.470763,-0.632836,-0.0478193,0.213868,23.68,2.97152,0.234709,1.70967,0.971222,0.0297522,-0.0252028,0.234964
23.69,3.0116,0.254172,1.71877,3.97425,1.94758,1.6823,0.972546,0.0343083,-0.0290896,0.228323,0.453295,-0.608343,-0.0170625,8.96168,0.477393,-0.641916,-0.061371,0.213789,23.69,3.01132,0.254322,1.72689,0.971033,0.0325913,-0.027635,0.235093
23.7,3.05132,0.273613,1.73553,3.97061,1.94046,1.66918,0.972398,0.0372335,-0.0315463,0.228167,0.460125,-0.617859,-0.0296212,8.86559,0.48389,-0.650726,-0.0753479,0.216293,23.7,3.0511,0.27387,1.74398,0.970841,0.0354816,-0.0301137,0.235163
23.71,3.09101,0.29298,1.75215,3.96672,1.93284,1.65508,0.972248,0.0402039,-0.0340382,0.227945,0.466861,-0.627175,-0.0425818,8.77081,0.490235,-0.659233,-0.0897573,0.218645,23.71,3.09084,0.293349,1.76093,0.970645,0.0384233,-0.0326384,0.235173
23.72,3.13066,0.312269,1.76862,3.96257,1.92473,1.64001,0.972095,0.0432189,-0.036564,0.227655,0.473486,-0.636261,-0.055953,8.67742,0.49641,-0.667407,-0.104606,0.214204,23.72,3.13054,0.312752,1.77773,0.970445,0.0414161,-0.0352086,0.235121
23.73,3.17026,0.331473,1.78494,3.95818,1.91612,1.62398,0.971939,0.0462777,-0.0391223,0.227295,0.479983,-0.645089,-0.0697431,8.58547,0.502397,-0.675216,-0.119901,0.21382,23.73,3.1702,0.332075,1.79436,0.97024,0.04446,-0.0378235,0.235003
23.74,3.20982,0.350589,1.8011,3.95353,1.90701,1.60701,0.97178,0.0493796,-0.0417117,0.226862,0.486336,-0.653628,-0.0839596,8.49505,0.508175,-0.682629,-0.135646,0.214266,23.74,3.20981,0.351313,1.81083,0.970031,0.0475545,-0.040482,0.234817
23.75,3.24933,0.369612,1.81708,3.94863,1.89743,1.58909,0.971617,0.0525236,-0.0443303,0.226354,0.492526,-0.661848,-0.0986095,8.40621,0.513726,-0.689612,-0.151848,0.215882,23.75,3.24939,0.370461,1.82712,0.969818,0.0506993,-0.0431832,0.234561
23.76,3.28879,0.388536,1.83288,3.94349,1.88736,1.57025,0.971452,0.0557087,-0.0469763,0.225769,0.498535,-0.669717,-0.113699,8.31903,0.519029,-0.696133,-0.168509,0.213688,23.76,3.28891,0.389514,1.84323,0.969599,0.0538937,-0.0459257,0.234232
23.77,3.3282,0.407358,1.84848,3.9381,1.87681,1.55049,0.971282,0.0589338,-0.0496479,0.225105,0.504344,-0.677205,-0.129234,8.23357,0.524062,-0.702162,-0.185632,0.213706,23.77,3.32838,0.408467,1.85913,0.969375,0.057137,-0.0487079,0.233827
23.78,3.36755,0.426071,1.86388,3.93247,1.86579,1.52982,0.97111,0.0621975,-0.0523427,0.22436,0.509933,-0.684278,-0.145219,8.14989,0.528805,-0.707665,-0.203219,0.21376,23.78,3.3678,0.427316,1.87483,0.969146,0.0604284,-0.0515281,0.233343
23.79,3.40685,0.444672,1.87907,3.92659,1.85429,1.50826,0.970934,0.0654984,-0.0550587,0.223531,0.515282,-0.690907,-0.161658,8.06806,0.533237,-0.712613,-0.221271,0.213954,23.79,3.40717,0.446056,1.89031,0.968912,0.0637667,-0.0543843,0.232779
23.8,3.44608,0.463156,1.89404,3.92048,1.84234,1.48581,0.970754,0.0688352,-0.0577932,0.222616,0.520371,-0.697059,-0.178555,7.98815,0.537335,-0.716975,-0.239787,0.215354,23.8,3.44647,0.464681,1.90556,0.968672,0.0671508,-0.0572744,0.23213
23.81,3.48526,0.481518,1.90878,3.91412,1.82993,1.4625,0.970571,0.0722061,-0.0605438,0.221612,0.525179,-0.702704,-0.19591,7.91021,0.541078,-0.720722,-0.258765,0.224188,23.81,3.48572,0.483188,1.92059,0.968427,0.0705794,-0.0601958,0.231394
23.82,3.52437,0.499753,1.92329,3.90753,1.81706,1.43834,0.970385,0.0756093,-0.0633076,0.220519,0.529686,-0.707811,-0.213725,7.8343,0.544444,-0.723826,-0.278203,0.24185,23.82,3.5249,0.501571,1.93537,0.968177,0.0740509,-0.0631459,0.230569
23.83,3.56341,0.517857,1.93755,3.9007,1.80374,1.41333,0.970195,0.079043,-0.0660819,0.219333,0.533869,-0.71235,-0.232001,7.76047,0.54741,-0.72626,-0.298097,0.243364,23.83,3.56402,0.519825,1.9499,0.967922,0.0775636,-0.0661217,0.229651
23.84,3.60238,0.535826,1.95155,3.89364,1.78997,1.3875,0.970002,0.0825053,-0.0688635,0.218052,0.537707,-0.716293,-0.250735,7.68878,0.549955,-0.727999,-0.318441,0.240981,23.84,3.60307,0.537946,1.96417,0.967661,0.0811155,-0.0691201,0.228637
23.85,3.64128,0.553656,1.96529,3.88634,1.77577,1.36087,0.969806,0.0859938,-0.0716493,0.216674,0.541178,-0.719611,-0.269925,7.61929,0.552057,-0.72902,-0.339229,0.241483,23.85,3.64205,0.55593,1.97817,0.967395,0.0847047,-0.0721377,0.227524
23.86,3.68011,0.571341,1.97877,3.87881,1.76113,1.33344,0.969607,0.0895065,-0.0744361,0.215196,0.544262,-0.722278,-0.289569,7.55204,0.553694,-0.729302,-0.360451,0.222072,23.86,3.68096,0.573771,1.9919,0.967125,0.0883289,-0.0751708,0.22631
23.87,3.71886,0.588877,1.99196,3.87105,1.74606,1.30524,0.969406,0.093041,-0.0772205,0.213618,0.546935,-0.724269,-0.309659,7.48708,0.554846,-0.728826,-0.3821,0.213104,23.87,3.71979,0.591465,2.00535,0.96685,0.0919855,-0.0782154,0.224992
23.88,3.75753,0.606261,2.00487,3.86306,1.73057,1.27628,0.969202,0.0965948,-0.0799988,0.211936,0.549177,-0.72556,-0.330192,7.42445,0.55549,-0.727575,-0.404162,0.214228,23.88,3.75854,0.609008,2.0185,0.966571,0.0956721,-0.0812675,0.223567
23.89,3.79612,0.623487,2.01748,3.85484,1.71466,1.24658,0.968996,0.100165,-0.0827676,0.21015,0.550967,-0.726131,-0.351157,7.36419,0.555608,-0.725537,-0.426626,0.214087,23.89,3.79721,0.626395,2.03135,0.966289,0.0993858,-0.0843226,0.222031
23.9,3.83462,0.640553,2.02979,3.8464,1.69833,1.21617,0.968789,0.10375,-0.085523,0.208256,0.552282,-0.725963,-0.372548,7.30635,0.555179,-0.722698,-0.449478,0.213952,23.9,3.8358,0.643622,2.0439,0.966003,0.103124,-0.0873761,0.220383
23.91,3.87304,0.657453,2.0418,3.83773,1.6816,1.18505,0.96858,0.107346,-0.0882613,0.206253,0.553103,-0.725038,-0.394353,7.25095,0.554184,-0.719052,-0.472703,0.215336,23.91,3.8743,0.660684,2.05614,0.965715,0.106882,-0.0904232,0.21862
23.92,3.91138,0.674184,2.05349,3.82883,1.66446,1.15325,0.96837,0.11095,-0.0909785,0.204139,0.55341,-0.723341,-0.41656,7.19802,0.552605,-0.714594,-0.496282,0.214906,23.92,3.91271,0.677577,2.06806,0.965424,0.110659,-0.0934589,0.216739
23.93,3.94962,0.690741,2.06486,3.81972,1.64692,1.12079,0.96816,0.114559,-0.0936708,0.201913,0.553182,-0.720862,-0.439156,7.14761,0.550426,-0.709322,-0.520199,0.213382,23.93,3.95104,0.694296,2.07964,0.965133,0.114449,-0.0964781,0.214738
23.94,3.98777,0.707121,2.07591,3.81037,1.62899,1.08769,0.967949,0.118171,-0.0963342,0.199573,0.552401,-0.717591,-0.462127,7.09972,0.54763,-0.703237,-0.544432,0.213598,23.94,3.98927,0.710838,2.0909,0.96484,0.11825,-0.0994753,0.212613
23.95,4.02583,0.72332,2.08661,3.80081,1.61067,1.05397,0.96774,0.121782,-0.0989646,0.197117,0.551048,-0.713522,-0.485455,7.05438,0.544202,-0.696344,-0.568961,0.213735,23.95,4.02741,0.727197,2.10181,0.964549,0.122058,-0.102445,0.210364
23.96,4.06379,0.739333,2.09698,3.79103,1.59196,1.01965,0.967531,0.125389,-0.101558,0.194544,0.549108,-0.708654,-0.509123,7.01161,0.540128,-0.688653,-0.593762,0.21539,23.96,4.06545,0.743371,2.11238,0.964258,0.125868,-0.105382,0.207987
23.97,4.10165,0.755158,2.107,3.78102,1.57287,0.984758,0.967324,0.128988,-0.10411,0.191853,0.546563,-0.702985,-0.533113,6.97141,0.535397,-0.680174,-0.618812,0.214816,23.97,4.10338,0.759354,2.12259,0.963969,0.129677,-0.10828,0.205482
23.98,4.13941,0.77079,2.11668,3.7708,1.55341,0.949306,0.967119,0.132577,-0.106618,0.189043,0.543398,-0.696519,-0.557403,6.93381,0.529997,-0.670924,-0.644085,0.213354,23.98,4.14122,0.775143,2.13245,0.963684,0.133481,-0.111134,0.202845
23.99,4.17706,0.786225,2.12599,3.76035,1.53358,0.913322,0.966917,0.136152,-0.109076,0.186111,0.539599,-0.689265,-0.581972,6.8988,0.523919,-0.660922,-0.669555,0.21378,23.99,4.17895,0.790733,2.14194,0.963402,0.137275,-0.113938,0.200075
24,4.21461,0.80146,2.13494,3.74969,1.51338,0.876826,0.966717,0.13971,-0.111481,0.183059,0.535155,-0.681231,-0.606796,6.86638,0.517156,-0.65019,-0.695193,0.213611,24,4.21657,0.806121,2.15106,0.963126,0.141055,-0.116685,0.197171
24.01,4.25205,0.816491,2.14352,3.7388,1.49282,0.839842,0.966522,0.143247,-0.113829,0.179883,0.530053,-0.672433,-0.631851,6.83656,0.509701,-0.638754,-0.720971,0.215362,24.01,4.25409,0.821302,2.15981,0.962856,0.144817,-0.119371,0.19413
24.02,4.28939,0.831315,2.15173,3.7277,1.4719,0.802392,0.966332,0.146759,-0.116116,0.176585,0.524285,-0.662887,-0.657111,6.80932,0.501551,-0.626644,-0.746859,0.213325,24.02,4.29149,0.836274,2.16818,0.962594,0.148556,-0.12199,0.190953
