t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,T,wx_cmd,wy_cmd,wz_cmd,solve_ms,t_progress,px_ref,py_ref,pz_ref,qw_ref,qx_ref,qy_ref,qz_ref
24.03,4.32661,0.845928,2.15957,3.71637,1.45063,0.7645,0.966146,0.150243,-0.118339,0.173162,0.517841,-0.652615,-0.682549,6.78466,0.492704,-0.613892,-0.772825,0.213535,24.03,4.32878,0.851031,2.17616,0.96234,0.152268,-0.124536,0.187637
24.04,4.36371,0.860327,2.16702,3.70483,1.42901,0.726188,0.965965,0.153697,-0.120494,0.169616,0.510716,-0.641639,-0.708136,6.76257,0.483158,-0.600533,-0.798837,0.212743,24.04,4.36595,0.86557,2.18375,0.962095,0.155948,-0.127003,0.184182
24.05,4.4007,0.874508,2.17409,3.69307,1.40705,0.687479,0.965791,0.157115,-0.122577,0.165944,0.502905,-0.629988,-0.733844,6.74302,0.472917,-0.586605,-0.824863,0.228186,24.05,4.403,0.879888,2.19095,0.961862,0.159592,-0.129387,0.180586
24.06,4.43757,0.888467,2.18077,3.68108,1.38475,0.648397,0.965623,0.160495,-0.124585,0.162148,0.494406,-0.617692,-0.759642,6.72601,0.461983,-0.57215,-0.850869,0.285652,24.06,4.43992,0.893981,2.19775,0.96164,0.163195,-0.131683,0.17685
24.07,4.47432,0.902202,2.18706,3.66888,1.36211,0.608965,0.965462,0.163833,-0.126515,0.158227,0.485216,-0.604784,-0.785499,6.71149,0.450363,-0.557211,-0.876822,0.271485,24.07,4.47673,0.907844,2.20415,0.961431,0.166753,-0.133884,0.172973
24.08,4.51095,0.915708,2.19295,3.65646,1.33914,0.569207,0.965308,0.167126,-0.128364,0.154181,0.475337,-0.5913,-0.811383,6.69946,0.438065,-0.541834,-0.902685,0.248225,24.08,4.51341,0.921476,2.21015,0.961235,0.170261,-0.135987,0.168954
24.09,4.54745,0.928983,2.19844,3.64381,1.31585,0.529145,0.965162,0.170371,-0.130129,0.15001,0.464773,-0.577279,-0.837262,6.68988,0.425099,-0.526065,-0.928426,0.230318,24.09,4.54995,0.934871,2.21573,0.961054,0.173716,-0.137988,0.164794
24.1,4.58383,0.942024,2.20353,3.63095,1.29223,0.488804,0.965023,0.173563,-0.131806,0.145714,0.453528,-0.562763,-0.863101,6.68272,0.411476,-0.509955,-0.954007,0.216696,24.1,4.58637,0.948027,2.2209,0.960888,0.177113,-0.139882,0.160492
24.11,4.62007,0.954827,2.20822,3.61786,1.2683,0.448206,0.964893,0.1767,-0.133395,0.141295,0.441609,-0.547796,-0.888867,6.67795,0.397213,-0.493554,-0.979394,0.213834,24.11,4.62266,0.960941,2.22566,0.960738,0.180447,-0.141666,0.156049
24.12,4.65618,0.967389,2.21249,3.60454,1.24405,0.407375,0.964771,0.179779,-0.134891,0.136753,0.429026,-0.532422,-0.914525,6.67554,0.382325,-0.476914,-1.00455,0.213096,24.12,4.6588,0.973608,2.23,0.960605,0.183716,-0.143335,0.151466
24.13,4.69216,0.979707,2.21636,3.59101,1.2195,0.366334,0.964657,0.182796,-0.136295,0.132087,0.415789,-0.516689,-0.940042,6.67544,0.366831,-0.460087,-1.02944,0.21299,24.13,4.69481,0.986026,2.23392,0.960488,0.186914,-0.144888,0.146742
24.14,4.728,0.991778,2.21982,3.57725,1.19463,0.325107,0.96455,0.185749,-0.137602,0.1273,0.401912,-0.500646,-0.965381,6.67762,0.350751,-0.443127,-1.05403,0.21513,24.14,4.73068,0.998192,2.23741,0.960388,0.190038,-0.146322,0.141879
24.15,4.76371,1.0036,2.22286,3.56327,1.16947,0.283716,0.964452,0.188634,-0.138813,0.122393,0.387411,-0.484343,-0.990508,6.68204,0.33411,-0.426087,-1.07829,0.215219,24.15,4.76641,1.0101,2.24048,0.960306,0.193084,-0.147633,0.136877
24.16,4.79927,1.01517,2.22549,3.54906,1.14402,0.242185,0.964362,0.191448,-0.139925,0.117366,0.372304,-0.467831,-1.01539,6.68867,0.316931,-0.40902,-1.10217,0.214722,24.16,4.80199,1.02175,2.24313,0.960241,0.19605,-0.148821,0.131739
24.17,4.83469,1.02648,2.22771,3.53463,1.11828,0.200537,0.964279,0.194189,-0.140938,0.11222,0.356609,-0.451162,-1.03999,6.69745,0.299241,-0.391981,-1.12565,0.214318,24.17,4.83743,1.03314,2.24535,0.960192,0.19893,-0.149883,0.126464
24.18,4.86996,1.03753,2.2295,3.51997,1.09225,0.158794,0.964203,0.196854,-0.14185,0.106958,0.340349,-0.434388,-1.06427,6.70835,0.281069,-0.37502,-1.14869,0.213972,24.18,4.87271,1.04427,2.24713,0.96016,0.201723,-0.150819,0.121055
24.19,4.90508,1.04832,2.23088,3.50508,1.06594,0.11698,0.964133,0.199439,-0.142662,0.101581,0.323547,-0.417561,-1.0882,6.72134,0.262446,-0.358191,-1.17126,0.215056,24.19,4.90784,1.05513,2.24849,0.960144,0.204426,-0.151628,0.115512
24.2,4.94006,1.05885,2.23184,3.48996,1.03936,0.0751168,0.964069,0.201944,-0.143372,0.09609,0.306228,-0.400733,-1.11174,6.73636,0.243402,-0.341543,-1.19333,0.214826,24.2,4.94282,1.06572,2.24942,0.960143,0.207034,-0.15231,0.109839
24.21,4.97488,1.06911,2.23239,3.47462,1.01251,0.0332276,0.964011,0.204365,-0.14398,0.0904875,0.288421,-0.383957,-1.13487,6.75339,0.223973,-0.325126,-1.21486,0.213337,24.21,4.97765,1.07603,2.24991,0.960156,0.209546,-0.152864,0.104037
24.22,5.00955,1.0791,2.23251,3.45905,0.985394,-0.00866533,0.963956,0.2067,-0.144488,0.0847753,0.270154,-0.367282,-1.15754,6.77238,0.204193,-0.308987,-1.23583,0.213591,24.22,5.01231,1.08607,2.24997,0.960182,0.21196,-0.153292,0.0981076
24.23,5.04406,1.08882,2.23221,3.44326,0.958023,-0.0505394,0.963905,0.208948,-0.144894,0.0789557,0.251458,-0.350759,-1.17973,6.79329,0.184097,-0.293171,-1.25621,0.214225,24.23,5.04681,1.09583,2.2496,0.96022,0.214272,-0.153594,0.0920536
24.24,5.07842,1.09826,2.2315,3.42723,0.9304,-0.0923724,0.963856,0.211105,-0.1452,0.0730307,0.232366,-0.334436,-1.20141,6.81608,0.163725,-0.277723,-1.27597,0.213147,24.24,5.08115,1.10531,2.2488,0.960268,0.216481,-0.153772,0.0858776
24.25,5.11261,1.10742,2.23037,3.41097,0.902532,-0.134142,0.963808,0.21317,-0.145407,0.0670027,0.21291,-0.318362,-1.22254,6.84072,0.143113,-0.262684,-1.29508,0.214368,24.25,5.11533,1.11451,2.24757,0.960325,0.218585,-0.153826,0.079582
24.26,5.14663,1.11631,2.22882,3.39449,0.874425,-0.175826,0.96376,0.215142,-0.145516,0.0608744,0.193127,-0.302581,-1.2431,6.86718,0.122302,-0.248092,-1.31352,0.213167,24.26,5.14934,1.12343,2.24591,0.960389,0.220582,-0.15376,0.0731698
24.27,5.1805,1.12491,2.22685,3.37778,0.846086,-0.217402,0.963711,0.217019,-0.145527,0.0546482,0.173053,-0.287137,-1.26306,6.89543,0.101331,-0.233984,-1.33127,0.213911,24.27,5.18317,1.13205,2.24381,0.960458,0.222471,-0.153576,0.0666439
24.28,5.21419,1.13323,2.22447,3.36084,0.817519,-0.258849,0.963658,0.218799,-0.145443,0.048327,0.152724,-0.272071,-1.28239,6.92542,0.080242,-0.220393,-1.34831,0.215036,24.28,5.21684,1.14039,2.24129,0.96053,0.22425,-0.153275,0.0600075
24.29,5.24771,1.14126,2.22167,3.34367,0.788733,-0.300144,0.963602,0.220482,-0.145265,0.0419135,0.13218,-0.257424,-1.30108,6.95713,0.0590748,-0.207351,-1.36462,0.213409,24.29,5.25033,1.14843,2.23834,0.960603,0.225917,-0.152862,0.053264
24.3,5.28106,1.149,2.21847,3.32627,0.759734,-0.341266,0.96354,0.222065,-0.144996,0.0354107,0.11146,-0.243231,-1.31909,6.99053,0.037871,-0.194885,-1.38017,0.214932,24.3,5.28365,1.15618,2.23497,0.960674,0.227473,-0.152339,0.0464169
24.31,5.31424,1.15645,2.21485,3.30864,0.730529,-0.382193,0.96347,0.223549,-0.144637,0.0288218,0.0906019,-0.229528,-1.3364,7.0256,0.016672,-0.183021,-1.39497,0.213599,24.31,5.31679,1.16363,2.23117,0.960741,0.228917,-0.15171,0.0394697
24.32,5.34723,1.16361,2.21082,3.29079,0.701124,-0.422903,0.963392,0.224932,-0.144191,0.0221498,0.0696475,-0.216346,-1.353,7.06231,-0.00448086,-0.171779,-1.40898,0.213181,24.32,5.34975,1.17079,2.22696,0.960802,0.230247,-0.150979,0.0324264
24.33,5.38005,1.17047,2.20639,3.2727,0.671528,-0.463375,0.963303,0.226213,-0.143659,0.015398,0.0486368,-0.203714,-1.36887,7.10064,-0.0255467,-0.161179,-1.42221,0.21489,24.33,5.38252,1.17765,2.22232,0.960854,0.231463,-0.150149,0.025291
24.34,5.41269,1.17704,2.20156,3.25439,0.641746,-0.503588,0.963201,0.227393,-0.143046,0.00856983,0.0276105,-0.191658,-1.38398,7.14057,-0.0464851,-0.151238,-1.43463,0.213248,24.34,5.41511,1.1842,2.21727,0.960895,0.232566,-0.149225,0.0180675
24.35,5.44514,1.18331,2.19632,3.23586,0.611787,-0.543519,0.963086,0.22847,-0.142354,0.0016687,0.00660915,-0.180202,-1.39834,7.18207,-0.0672559,-0.141966,-1.44626,0.214755,24.35,5.44752,1.19045,2.2118,0.960921,0.233555,-0.148211,0.0107602
24.36,5.4774,1.18928,2.19069,3.2171,0.581657,-0.583147,0.962954,0.229445,-0.141585,-0.00530189,-0.0143269,-0.169364,-1.41192,7.22513,-0.0878199,-0.133375,-1.45707,0.215604,24.36,5.47973,1.1964,2.20592,0.960931,0.23443,-0.147112,0.00337367
24.37,5.50948,1.19494,2.18466,3.19811,0.551365,-0.622453,0.962805,0.230317,-0.140742,-0.0123383,-0.0351575,-0.159164,-1.42472,7.26973,-0.108139,-0.125471,-1.46707,0.214073,24.37,5.51176,1.20204,2.19964,0.960922,0.235193,-0.145932,-0.0040877
24.38,5.54136,1.2003,2.17824,3.1789,0.520917,-0.661413,0.962636,0.231087,-0.139829,-0.019437,-0.055843,-0.149614,-1.43672,7.31586,-0.128176,-0.118257,-1.47626,0.213788,24.38,5.54359,1.20737,2.19296,0.960891,0.235843,-0.144676,-0.0116192
24.39,5.57306,1.20536,2.17144,3.15947,0.490323,-0.700007,0.962446,0.231755,-0.13885,-0.0265941,-0.0763447,-0.140726,-1.44793,7.3635,-0.147894,-0.111736,-1.48463,0.212803,24.39,5.57523,1.2124,2.18587,0.960836,0.236381,-0.143349,-0.0192161
24.4,5.60455,1.21011,2.16424,3.13982,0.459588,-0.738215,0.962234,0.232321,-0.137807,-0.033806,-0.0966243,-0.132509,-1.45833,7.41263,-0.167259,-0.105904,-1.4922,0.2167,24.4,5.60667,1.21711,2.17839,0.960754,0.236809,-0.141956,-0.0268736
24.41,5.63585,1.21455,2.15667,3.11994,0.428721,-0.776015,0.961996,0.232785,-0.136703,-0.0410688,-0.116645,-0.124968,-1.46793,7.46325,-0.186237,-0.100758,-1.49897,0.217665,24.41,5.63791,1.22151,2.17052,0.960642,0.237127,-0.140502,-0.0345866
24.42,5.66695,1.21868,2.14873,3.09985,0.39773,-0.813387,0.961732,0.233149,-0.135543,-0.0483788,-0.13637,-0.118106,-1.47673,7.51535,-0.204797,-0.0962916,-1.50494,0.216871,24.42,5.66895,1.2256,2.16227,0.960499,0.237337,-0.138991,-0.0423503
24.43,5.69785,1.2225,2.14041,3.07953,0.366623,-0.850309,0.96144,0.233414,-0.134329,-0.055732,-0.155765,-0.111923,-1.48473,7.56891,-0.222909,-0.0924944,-1.51014,0.213838,24.43,5.69979,1.22938,2.15363,0.960323,0.23744,-0.137428,-0.0501595
24.44,5.72854,1.22601,2.13172,3.059,0.335407,-0.886762,0.961119,0.233579,-0.133066,-0.0631246,-0.174796,-0.106416,-1.49193,7.62392,-0.240543,-0.0893553,-1.51456,0.213565,24.44,5.73043,1.23284,2.14461,0.96011,0.237438,-0.135819,-0.0580092
24.45,5.75903,1.22921,2.12267,3.03826,0.304091,-0.922726,0.960766,0.233648,-0.131757,-0.0705527,-0.193431,-0.101581,-1.49834,7.68037,-0.257673,-0.0868609,-1.51822,0.214713,24.45,5.76085,1.23598,2.13523,0.959859,0.237333,-0.134169,-0.0658944
24.46,5.7893,1.23209,2.11327,3.0173,0.272683,-0.958179,0.96038,0.233619,-0.130405,-0.0780125,-0.21164,-0.0974086,-1.50398,7.73825,-0.274275,-0.0849954,-1.52114,0.214778,24.46,5.79107,1.23881,2.12548,0.959569,0.237126,-0.132482,-0.0738098
24.47,5.81937,1.23466,2.10351,2.99613,0.241191,-0.993102,0.959961,0.233496,-0.129014,-0.0855002,-0.229393,-0.0938902,-1.50884,7.79756,-0.290326,-0.0837417,-1.52333,0.213461,24.47,5.82108,1.24132,2.11536,0.959236,0.23682,-0.130763,-0.0817506
24.48,5.84923,1.23692,2.09341,2.97474,0.209622,-1.02748,0.959505,0.23328,-0.127587,-0.0930118,-0.246663,-0.0910138,-1.51295,7.85828,-0.305803,-0.0830806,-1.52482,0.213501,24.48,5.85087,1.24351,2.1049,0.958861,0.236417,-0.129016,-0.0897115
24.49,5.87887,1.23886,2.08297,2.95315,0.177985,-1.06128,0.959013,0.232972,-0.126128,-0.100544,-0.263426,-0.0887652,-1.51631,7.9204,-0.32069,-0.0829919,-1.52563,0.212979,24.49,5.88045,1.24539,2.09408,0.95844,0.235919,-0.127246,-0.0976876
24.5,5.90829,1.24048,2.07219,2.93135,0.146289,-1.09449,0.958483,0.232574,-0.124641,-0.108092,-0.279656,-0.0871289,-1.51895,7.9839,-0.334968,-0.0834537,-1.52576,0.215212,24.5,5.90982,1.24695,2.08293,0.957974,0.235329,-0.125459,-0.105674
24.51,5.93749,1.24178,2.06108,2.90935,0.114541,-1.1271,0.957914,0.232087,-0.123129,-0.115653,-0.295334,-0.0860872,-1.52088,8.04879,-0.348623,-0.0844432,-1.52526,0.215081,24.51,5.93896,1.24818,2.07143,0.95746,0.234649,-0.123657,-0.113666
24.52,5.96647,1.24277,2.04965,2.88714,0.0827488,-1.15908,0.957304,0.231515,-0.121596,-0.123223,-0.310438,-0.0856212,-1.52212,8.11504,-0.361641,-0.0859364,-1.52414,0.21326,24.52,5.96789,1.2491,2.05961,0.956897,0.233882,-0.121845,-0.121659
24.53,5.99523,1.24344,2.0379,2.86473,0.0509219,-1.19041,0.956653,0.230858,-0.120044,-0.130799,-0.324951,-0.0857106,-1.5227,8.18265,-0.374013,-0.0879086,-1.52242,0.213301,24.53,5.99659,1.2497,2.04747,0.956285,0.233031,-0.120027,-0.129648
24.54,6.02377,1.24378,2.02584,2.84211,0.0190681,-1.22108,0.95596,0.230119,-0.118477,-0.138377,-0.338857,-0.0863336,-1.52262,8.25159,-0.385728,-0.0903345,-1.52014,0.213704,24.54,6.02507,1.24998,2.03501,0.955623,0.232099,-0.118207,-0.137628
24.55,6.05207,1.24382,2.01348,2.81931,-0.0128044,-1.25106,0.955224,0.2293,-0.116898,-0.145954,-0.352142,-0.0874676,-1.52192,8.32186,-0.396781,-0.093188,-1.51732,0.216157,24.55,6.05333,1.24994,2.02224,0.95491,0.231088,-0.116388,-0.145596
24.56,6.08015,1.24353,2.00083,2.7963,-0.0446872,-1.28035,0.954445,0.228404,-0.11531,-0.153526,-0.364794,-0.089089,-1.52061,8.39343,-0.407165,-0.0964429,-1.51398,0.213098,24.56,6.08136,1.24957,2.00917,0.954146,0.230001,-0.114575,-0.153547
24.57,6.108,1.24292,1.98788,2.7731,-0.076572,-1.30891,0.953621,0.227433,-0.113716,-0.16109,-0.376803,-0.0911733,-1.51873,8.46629,-0.416879,-0.100073,-1.51016,0.213781,24.57,6.10915,1.24889,1.99581,0.953331,0.228842,-0.11277,-0.161477
24.58,6.13561,1.242,1.97465,2.74971,-0.10845,-1.33674,0.952752,0.226389,-0.11212,-0.168643,-0.388162,-0.0936957,-1.5163,8.54042,-0.42592,-0.10405,-1.50587,0.213923,24.58,6.13672,1.24789,1.98216,0.952463,0.227613,-0.110976,-0.169383
24.59,6.16299,1.24075,1.96115,2.72613,-0.140314,-1.36381,0.951838,0.225275,-0.110524,-0.176182,-0.398864,-0.0966306,-1.51335,8.61579,-0.434288,-0.10835,-1.50116,0.213924,24.59,6.16406,1.24657,1.96824,0.951543,0.226318,-0.109197,-0.17726
24.6,6.19014,1.23919,1.94738,2.70237,-0.172154,-1.39012,0.950878,0.224093,-0.10893,-0.183705,-0.408905,-0.0999522,-1.50989,8.6924,-0.441987,-0.112944,-1.49604,0.216505,24.6,6.19115,1.24493,1.95405,0.950572,0.22496,-0.107435,-0.185106
24.61,6.21704,1.23731,1.93335,2.67841,-0.203963,-1.41564,0.949872,0.222846,-0.107341,-0.191207,-0.418281,-0.103634,-1.50597,8.7702,-0.44902,-0.117806,-1.49054,0.213255,24.61,6.21802,1.24297,1.93959,0.949548,0.223542,-0.105692,-0.192916
24.62,6.2437,1.23511,1.91907,2.65428,-0.235731,-1.44036,0.94882,0.221537,-0.10576,-0.198688,-0.426994,-0.107651,-1.50159,8.84919,-0.455392,-0.122911,-1.4847,0.213314,24.62,6.24464,1.2407,1.92488,0.948473,0.222066,-0.103972,-0.200688
24.63,6.27012,1.23259,1.90455,2.62997,-0.267451,-1.46426,0.947721,0.220168,-0.10419,-0.206143,-0.435043,-0.111976,-1.49681,8.92932,-0.461109,-0.128233,-1.47854,0.213164,24.63,6.27103,1.2381,1.90993,0.947346,0.220536,-0.102276,-0.208419
24.64,6.2963,1.22976,1.88979,2.60548,-0.299114,-1.48733,0.946576,0.218741,-0.102632,-0.213571,-0.442431,-0.116584,-1.49163,9.01058,-0.46618,-0.133747,-1.47208,0.213584,24.64,6.29717,1.23519,1.89474,0.946168,0.218956,-0.100606,-0.216107
24.65,6.32223,1.22661,1.8748,2.58081,-0.330711,-1.50955,0.945384,0.217261,-0.101088,-0.220969,-0.449162,-0.121449,-1.48609,9.09293,-0.470614,-0.139428,-1.46536,0.216806,24.65,6.32308,1.23196,1.87932,0.94494,0.217328,-0.098965,-0.223749
24.66,6.34792,1.22315,1.8596,2.55597,-0.362234,-1.53091,0.944146,0.215728,-0.0995608,-0.228336,-0.455242,-0.126545,-1.48021,9.17634,-0.474422,-0.145253,-1.45839,0.213943,24.66,6.34873,1.22842,1.86368,0.943661,0.215655,-0.0973533,-0.231342
24.67,6.37335,1.21937,1.84419,2.53096,-0.393674,-1.5514,0.942861,0.214147,-0.0980523,-0.235669,-0.460679,-0.131847,-1.47403,9.26077,-0.477616,-0.151198,-1.45121,0.214607,24.67,6.37414,1.22456,1.84784,0.942333,0.21394,-0.095773,-0.238885
24.68,6.39853,1.21527,1.82858,2.50578,-0.425023,-1.571,0.94153,0.212519,-0.0965641,-0.242966,-0.465479,-0.137332,-1.46756,9.3462,-0.480209,-0.157242,-1.44384,0.213892,24.68,6.39931,1.22039,1.83179,0.940956,0.212186,-0.0942254,-0.246376
24.69,6.42347,1.21087,1.81277,2.48044,-0.456272,-1.5897,0.940153,0.210847,-0.0950979,-0.250226,-0.469654,-0.142975,-1.46084,9.43258,-0.482213,-0.163362,-1.4363,0.215054,24.69,6.42422,1.21591,1.81555,0.93953,0.210396,-0.0927117,-0.253813
24.7,6.44814,1.20615,1.79679,2.45493,-0.487412,-1.60749,0.938729,0.209134,-0.0936554,-0.257446,-0.473214,-0.148754,-1.45388,9.51989,-0.483644,-0.169539,-1.42862,0.215704,24.7,6.44888,1.21111,1.79914,0.938057,0.208573,-0.091233,-0.261195
24.71,6.47256,1.20112,1.78063,2.42926,-0.518436,-1.62436,0.937261,0.207383,-0.0922379,-0.264626,-0.47617,-0.154645,-1.44672,9.60807,-0.484518,-0.175752,-1.42081,0.214224,24.71,6.47329,1.20601,1.78255,0.936537,0.20672,-0.0897902,-0.26852
24.72,6.49673,1.19578,1.7643,2.40344,-0.549334,-1.64029,0.935746,0.205597,-0.0908469,-0.271764,-0.478536,-0.160628,-1.43938,9.69709,-0.484849,-0.181983,-1.41291,0.21403,24.72,6.49745,1.20059,1.76579,0.934971,0.204839,-0.088384,-0.275787
24.73,6.52063,1.19013,1.74783,2.37746,-0.580098,-1.65528,0.934187,0.203777,-0.0894837,-0.278858,-0.480325,-0.16668,-1.43188,9.7869,-0.484656,-0.188214,-1.40493,0.213731,24.73,6.52134,1.19487,1.74888,0.933359,0.202933,-0.0870152,-0.282996
24.74,6.54428,1.18418,1.7312,2.35133,-0.61072,-1.66931,0.932584,0.201926,-0.0881493,-0.285907,-0.481553,-0.172784,-1.42424,9.87747,-0.483955,-0.194428,-1.39689,0.214975,24.74,6.54499,1.18885,1.73183,0.931703,0.201005,-0.0856842,-0.290145
24.75,6.56766,1.17792,1.71444,2.32505,-0.64119,-1.68238,0.930936,0.200048,-0.0868448,-0.292911,-0.482234,-0.178918,-1.41649,9.96875,-0.482764,-0.200609,-1.38881,0.215141,24.75,6.56837,1.18252,1.71465,0.930003,0.199056,-0.0843915,-0.297235
24.76,6.59078,1.17135,1.69756,2.29862,-0.671501,-1.69448,0.929245,0.198143,-0.0855712,-0.299868,-0.482384,-0.185066,-1.40864,10.0607,-0.481101,-0.206742,-1.38071,0.213593,24.76,6.59149,1.17588,1.69734,0.92826,0.19709,-0.0831375,-0.304264
24.77,6.61363,1.16449,1.68056,2.27204,-0.701643,-1.70559,0.92751,0.196216,-0.0843293,-0.306778,-0.482021,-0.19121,-1.40073,10.1532,-0.478985,-0.212814,-1.3726,0.21324,24.77,6.61435,1.16895,1.67992,0.926475,0.195109,-0.0819223,-0.311232
24.78,6.63621,1.15732,1.66345,2.24533,-0.731609,-1.71572,0.925733,0.194268,-0.0831199,-0.31364,-0.48116,-0.197333,-1.39276,10.2464,-0.476434,-0.218811,-1.36451,0.214788,24.78,6.63695,1.16171,1.6624,0.924648,0.193114,-0.0807462,-0.318139
24.79,6.65853,1.14985,1.64625,2.21847,-0.76139,-1.72486,0.923913,0.192301,-0.0819437,-0.320453,-0.479821,-0.203421,-1.38475,10.34,-0.473467,-0.224722,-1.35643,0.212975,24.79,6.65928,1.15418,1.64478,0.922781,0.191109,-0.0796092,-0.324986
24.8,6.68058,1.14209,1.62896,2.19148,-0.790978,-1.733,0.922052,0.190318,-0.0808013,-0.327216,-0.47802,-0.209458,-1.37672,10.4341,-0.470103,-0.230536,-1.3484,0.214696,24.8,6.68135,1.14636,1.62708,0.920873,0.189094,-0.0785112,-0.331771
24.81,6.70236,1.13404,1.61159,2.16435,-0.820364,-1.74013,0.920149,0.188321,-0.0796931,-0.33393,-0.475776,-0.215432,-1.3687,10.5286,-0.46636,-0.236242,-1.34042,0.215058,24.81,6.70315,1.13824,1.6093,0.918927,0.187073,-0.0774522,-0.338495
24.82,6.72387,1.12569,1.59416,2.13709,-0.84954,-1.74625,0.918206,0.186313,-0.0786197,-0.340593,-0.473107,-0.221331,-1.36068,10.6235,-0.462258,-0.241832,-1.33251,0.213096,24.82,6.72468,1.12982,1.59147,0.916941,0.185047,-0.0764321,-0.345159
24.83,6.7451,1.11704,1.57667,2.1097,-0.878498,-1.75136,0.916223,0.184294,-0.0775813,-0.347206,-0.470032,-0.227141,-1.3527,10.7187,-0.457816,-0.247297,-1.32467,0.214741,24.83,6.74594,1.12112,1.57358,0.914918,0.183017,-0.0754507,-0.351762
24.84,6.76606,1.10812,1.55914,2.08218,-0.90723,-1.75544,0.9142,0.182268,-0.0765782,-0.353768,-0.46657,-0.232854,-1.34475,10.8142,-0.453053,-0.25263,-1.31691,0.213498,24.84,6.76692,1.11213,1.55564,0.912858,0.180986,-0.0745076,-0.358305
24.85,6.78675,1.0989,1.54157,2.05454,-0.935728,-1.75851,0.912138,0.180236,-0.0756107,-0.36028,-0.462738,-0.238459,-1.33686,10.9098,-0.447986,-0.257825,-1.30926,0.217999,24.85,6.78764,1.10286,1.53768,0.910761,0.178956,-0.0736027,-0.364789
24.86,6.80715,1.0894,1.52397,2.02677,-0.963983,-1.76056,0.910038,0.1782,-0.0746789,-0.36674,-0.458557,-0.243948,-1.32904,11.0057,-0.442634,-0.262876,-1.3017,0.216309,24.86,6.80808,1.09331,1.51969,0.908629,0.176926,-0.0727357,-0.371214
24.87,6.82728,1.07962,1.50636,1.99889,-0.991989,-1.76158,0.9079,0.176162,-0.0737829,-0.37315,-0.454044,-0.249313,-1.32129,11.1016,-0.437015,-0.267778,-1.29426,0.217921,24.87,6.82824,1.08347,1.5017,0.906461,0.174901,-0.071906,-0.377581
24.88,6.84713,1.06956,1.48875,1.97088,-1.01974,-1.76157,0.905724,0.174124,-0.0729228,-0.379509,-0.449217,-0.254547,-1.31363,11.1975,-0.431147,-0.272527,-1.28694,0.213218,24.88,6.84813,1.07336,1.4837,0.904259,0.172879,-0.0711134,-0.38389
24.89,6.8667,1.05923,1.47114,1.94277,-1.04722,-1.76054,0.903512,0.172087,-0.0720984,-0.385817,-0.444096,-0.259643,-1.30606,11.2935,-0.425048,-0.277121,-1.27974,0.213516,24.89,6.86774,1.06297,1.46571,0.902023,0.170864,-0.0703574,-0.390141
24.9,6.88598,1.04862,1.45354,1.91454,-1.07443,-1.75849,0.901263,0.170053,-0.0713098,-0.392074,-0.438697,-0.264597,-1.2986,11.3893,-0.418734,-0.281555,-1.27267,0.215048,24.9,6.88707,1.05231,1.44774,0.899753,0.168856,-0.0696376,-0.396337
24.91,6.90499,1.03774,1.43597,1.88619,-1.10135,-1.75541,0.898978,0.168023,-0.0705569,-0.398282,-0.433039,-0.269403,-1.29125,11.4851,-0.412222,-0.285829,-1.26574,0.213561,24.91,6.90612,1.04139,1.4298,0.89745,0.166856,-0.0689535,-0.402477
24.92,6.92371,1.02659,1.41844,1.85774,-1.12799,-1.7513,0.896658,0.165999,-0.0698395,-0.404439,-0.427138,-0.274059,-1.28402,11.5807,-0.405528,-0.289941,-1.25895,0.215381,24.92,6.92488,1.03019,1.4119,0.895115,0.164865,-0.0683046,-0.408563
24.93,6.94214,1.01518,1.40095,1.82918,-1.15434,-1.74618,0.894303,0.163983,-0.0691574,-0.410547,-0.421013,-0.278561,-1.27692,11.676,-0.398667,-0.293891,-1.2523,0.214033,24.93,6.94337,1.01873,1.39405,0.892747,0.162886,-0.0676905,-0.414594
24.94,6.96029,1.00351,1.38352,1.80052,-1.18038,-1.74004,0.891914,0.161975,-0.0685103,-0.416605,-0.414679,-0.282906,-1.26994,11.771,-0.391656,-0.297678,-1.2458,0.213017,24.94,6.96157,1.00701,1.37626,0.890348,0.160917,-0.0671107,-0.420573
24.95,6.97815,0.991573,1.36616,1.77176,-1.20611,-1.73289,0.889491,0.159977,-0.0678981,-0.422614,-0.408154,-0.287093,-1.2631,11.8657,-0.384508,-0.301303,-1.23945,0.215513,24.95,6.97948,0.995035,1.35855,0.887918,0.158961,-0.0665646,-0.426499
24.96,6.99572,0.979384,1.34887,1.74289,-1.23152,-1.72473,0.887035,0.157991,-0.0673203,-0.428575,-0.401451,-0.291121,-1.25639,11.96,-0.377237,-0.304767,-1.23325,0.213177,24.96,6.99711,0.982803,1.34091,0.885458,0.157018,-0.0660517,-0.432374
